elbo_train,elbo_validation
544.4666137695312,544.79248046875
544.4649047851562,544.7385864257812
544.4513549804688,544.7752685546875
544.4668579101562,544.7940063476562
544.4441528320312,544.7689819335938
544.4444580078125,544.775390625
544.4437255859375,544.761962890625
544.4496459960938,544.75537109375
544.4535522460938,544.7939453125
544.439697265625,544.8057861328125
544.4397583007812,544.7279663085938
544.4320678710938,544.7730712890625
544.4318237304688,544.7644653320312
544.4190673828125,544.7650146484375
544.4113159179688,544.7431030273438
544.4210205078125,544.8222045898438
544.430419921875,544.7969360351562
544.4360961914062,544.7649536132812
544.4151611328125,544.7303466796875
544.412841796875,544.7223510742188
544.405517578125,544.8204345703125
544.4200439453125,544.7422485351562
544.3999633789062,544.7628784179688
544.4239501953125,544.7539672851562
544.4029541015625,544.7522583007812
544.3980712890625,544.7570190429688
544.3818969726562,544.739501953125
544.3949584960938,544.759521484375
544.38671875,544.8375244140625
544.377685546875,544.7748413085938
544.3836059570312,544.744384765625
544.3824462890625,544.7518920898438
544.3834228515625,544.72705078125
544.375,544.7911987304688
544.37353515625,544.7116088867188
544.3668823242188,544.7430419921875
544.3690185546875,544.8204956054688
544.3666381835938,544.7106323242188
544.339599609375,544.8010864257812
544.352783203125,544.7498168945312
544.352294921875,544.7388305664062
544.3655395507812,544.7393798828125
544.3561401367188,544.7077026367188
544.3447265625,544.7892456054688
544.3485107421875,544.7201538085938
544.3239135742188,544.7393798828125
544.33154296875,544.7506713867188
544.3405151367188,544.7379760742188
544.3380126953125,544.684814453125
544.3470458984375,544.72412109375
544.3248901367188,544.6912231445312
544.3427124023438,544.6886596679688
544.317138671875,544.6796875
544.3125,544.7196655273438
544.3125610351562,544.748291015625
544.3346557617188,544.7096557617188
544.320556640625,544.7207641601562
544.3213500976562,544.7274780273438
544.316650390625,544.7344970703125
544.3204956054688,544.6691284179688
544.3033447265625,544.6902465820312
544.3231201171875,544.6806640625
544.2896728515625,544.6952514648438
544.3050537109375,544.6632080078125
544.2973022460938,544.7457885742188
544.2778930664062,544.6771850585938
544.2952880859375,544.7911987304688
544.273193359375,544.6307983398438
544.2939453125,544.6828002929688
544.2794189453125,544.6968994140625
544.3121948242188,544.676025390625
544.2821655273438,544.66259765625
544.2874145507812,544.6826171875
544.2886352539062,544.657470703125
544.2833862304688,544.6951293945312
544.2967529296875,544.6820068359375
544.2774047851562,544.701904296875
544.2655639648438,544.6563720703125
544.2854614257812,544.6357421875
544.2794799804688,544.6632080078125
544.25439453125,544.6688232421875
544.2529907226562,544.638916015625
544.2562255859375,544.6583251953125
544.2688598632812,544.662353515625
544.2402954101562,544.7625122070312
544.259033203125,544.6423950195312
544.2471313476562,544.64697265625
544.2521362304688,544.6975708007812
